,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,gene_function
23800,chr5_9051892,71544,SEMA5A,coad,0.1598751681531287,0.0001164496257927979,0.0016481136790375164,
23516,chr5_66959204,72280,MAST4,coad,0.15987036489395756,0.00011650544599496811,0.001648132466846497,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
11463,chr19_54168695,51799,TMC4,coad,0.15985058329971225,0.00011673559956051278,0.0016506162733556378,
9764,chr17_67552238,43114,PITPNC1,coad,0.15983778333915294,0.00011688475149320047,0.0016519529480896486,
27212,chr8_141163457,85325,DENND3,coad,0.15982694699045136,0.00011701116246751834,0.0016521954289589601,
16054,chr22_38067684,62192,PICK1,coad,0.1597914968018777,0.00011742560416781671,0.001655728390701919,
15126,chr20_44636309,59482,ADA,coad,0.1597660082428482,0.00011772443904247925,0.0016591685269523697,
18811,chr2_98533510,54627,INPP4A,coad,0.15975237659807492,0.00011788455361062861,0.0016606512920137226,
10810,chr19_1918109,46562,SCAMP4,coad,0.1597340770146321,0.00011809981889620811,0.0016629092283593175,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
3736,chr12_39315945,21077,KIF21A,coad,0.15970250882734338,0.00011847203727392841,0.001666598496441844,
30373,chrX_53547824,89229,HUWE1,coad,0.15968752339805348,0.00011864911538942457,0.0016683135727350751,
13217,chr1_225337997,9984,DNAH14,coad,0.15966138099482138,0.00011895862800863663,0.001671111799406045,
5712,chr14_35654488,27239,RALGAPA1,coad,0.15964786873694942,0.0001191189037121362,0.0016719412142125849,
6267,chr14_77715645,28616,SLIRP,coad,0.15962512205972057,0.00011938917230120232,0.0016748263062383417,
15816,chr22_21670997,61238,PPIL2,coad,0.15957851007595905,0.00011994480333824109,0.0016818407867246648,
14724,chr20_17955482,58744,SNX5,coad,0.15953909541902658,0.00012041653635933242,0.0016862802355654487,
23660,chr5_73774060,72492,ARHGEF28,coad,0.15953652117212846,0.00012044740676487282,0.0016862802355654487,
19972,chr3_27395097,63780,SLC4A7,coad,0.1595334346559057,0.00012048443012256355,0.0016862802355654487,
30423,chrX_54815532,89245,MAGED2,coad,0.15952442358376756,0.00012059258091151673,0.0016870132329643032,
5368,chr13_99201449,26180,UBAC2,coad,0.15949668000373546,0.00012092613255758402,0.001690754001914454,
17898,chr2_24697808,52826,NCOA1,coad,0.1594928883414587,0.00012097178575443475,0.001690754001914454,
10854,chr19_2114156,46577,AP3D1,coad,0.15941923310890593,0.00012186184735016398,0.0017011000389287139,
15928,chr22_30887582,61798,OSBP2,coad,0.15941444267201563,0.00012191994850823716,0.0017011000389287139,
25311,chr7_101133800,81039,SERPINE1,coad,0.15941303631462161,0.00012193701056033896,0.0017011000389287139,
12739,chr1_19140881,872,UBR4,coad,0.1593889861882037,0.00012222913654147521,0.001704389227614992,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]
22117,chr4_88383199,69891,HERC6,coad,0.1593736074556446,0.00012241627983293813,0.0017052987946001442,
28189,chr9_109408279,87164,PTPN3,coad,0.15933507352312248,0.00012288638198166752,0.0017103997344848293,
1242,chr10_97451623,12704,ZDHHC16,coad,0.15927259054513043,0.00012365226452957286,0.0017194771221595085,
20860,chr4_112232053,70363,AP1AR,coad,0.15920227032810502,0.00012451957860787913,0.001730742028950048,
23403,chr5_58976308,72135,PDE4D,coad,0.15919745562192658,0.00012457917085960645,0.0017307749300178215,
17906,chr2_24758174,52826,NCOA1,coad,0.1591393658799516,0.00012530027174134344,0.0017396928862819165,
8919,chr17_35136522,40279,NLE1,coad,0.15912579276818292,0.00012546932711002037,0.0017407430268085165,
25207,chr6_90516451,77019,MAP3K7,coad,0.15909232494520392,0.0001258870911132981,0.0017447334945994725,
367,chr10_124411916,13399,OAT,coad,0.1589687770743441,0.00012744063564296078,0.0017648544070610571,
14883,chr20_34575282,59031,PIGU,coad,0.15895800355298012,0.00012757695746296694,0.0017653537563201028,
12579,chr1_1752910,225,NADK,coad,0.15894590392435237,0.00012773022248585632,0.0017653537563201028,
319,chr10_122229407,13333,TACC2,coad,0.15894407940720273,0.00012775334850965173,0.0017653537563201028,
14767,chr20_24964307,58855,APMAP,coad,0.1589428813626349,0.00012776853604181535,0.0017653537563201028,
23525,chr5_67118662,72280,MAST4,read,0.15892876710888587,0.0001279475893338401,0.0017669246863053962,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
5067,chr13_45957133,25813,ZC3H13,coad,0.1589247121723816,0.00012799907382030494,0.0017669246863053962,
15666,chr21_42732068,60719,PDE9A,coad,0.15891731348081065,0.0001280930632912369,0.0017674154649833305,
11605,chr19_8466221,47235,HNRNPM,coad,0.1589009285249148,0.00012830144097549092,0.0017686768834565738,
7746,chr16_24540731,35642,RBBP6,coad,0.15883323645023337,0.0001291657054018243,0.0017781596540182867,
571,chr10_366334,10596,DIP2C,coad,0.15882033178337857,0.0001293310866665636,0.001779626349513292,
18238,chr2_46905806,53471,MCFD2,coad,0.1587704225135099,0.00012997258003475483,0.0017876401469536878,
7581,chr16_1566192,33109,IFT140,coad,0.15869706719966065,0.00013092085998977102,0.001799864277450284,
27032,chr8_119788453,85011,TAF2,coad,0.15861767958969636,0.00013195444545836948,0.0018124260685233357,
14135,chr1_46574922,2802,MKNK1,coad,0.15853251484475736,0.0001330717697533456,0.0018261141906487919,
3882,chr12_49494704,21577,SPATS2,read,0.158499121663606,0.00013351229541511502,0.0018304983566773136,
16262,chr22_46269089,62702,TTC38,coad,0.15848961374131906,0.00013363797515742,0.0018313912816656855,
3213,chr12_122481470,24958,ZCCHC8,coad,0.15847500876187792,0.00013383124653057961,0.0018332092623720019,
3069,chr12_113266291,24631,TPCN1,coad,0.15844090553844115,0.00013428356631619572,0.001838572414320208,
5560,chr14_22598347,26615,ABHD4,coad,0.15840244902004247,0.00013479534815985118,0.0018434616970074836,
8433,chr16_85633821,37883,GSE1,coad,0.15840033632623374,0.00013482351706994722,0.0018434616970074836,
6809,chr15_50465030,30585,USP8,coad,0.15839488104753652,0.00013489627882378453,0.0018436231147877825,
10665,chr19_15244607,48066,BRD4,coad,0.15838365662468207,0.00013504610470706989,0.0018448371440222802,
10450,chr18_74158405,45801,TIMM21,coad,0.15831928738133244,0.00013590834252018508,0.0018557777966243783,
11771,chr1_111425450,4165,OVGP1,coad,0.15824289327830887,0.0001369383678349009,0.0018673133161255986,
14051,chr1_43441389,2175,SZT2,coad,0.15819699140428706,0.0001375607878311873,0.0018732670094346062,
13743,chr1_32075137,1543,TMEM39B,coad,0.15816972508680438,0.0001379317708817984,0.0018766290644714318,
12269,chr1_156533701,8282,IQGAP3,coad,0.15811029272742597,0.0001387436621079508,0.0018843759942194119,
7361,chr15_88858119,32395,ACAN,coad,0.15806602233423156,0.0001393513448114946,0.0018916882512673493,
7774,chr16_24809323,35649,TNRC6A,coad,0.15800925106413788,0.00014013428185471072,0.0019006104729577247,
23154,chr5_181054217,75035,BTNL9,read,0.1580025850010026,0.00014022648467503597,0.0019010085293574464,butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]
11763,chr1_111174771,4139,CEPT1,coad,0.1579862789008447,0.000140452265621896,0.0019032162964759162,
11207,chr19_44819005,50346,BCAM,coad,0.15796801139235805,0.00014070561061261811,0.0019057954290096885,
17508,chr2_218698787,57557,STK36,coad,0.1579202981342832,0.0001413693537257409,0.0019138615781044985,
27314,chr8_17962223,82834,PCM1,coad,0.15791611435092268,0.00014142769472850236,0.0019138615781044985,
26828,chr7_96171332,80549,SLC25A13,coad,0.1578382231586049,0.00014251799156628746,0.0019260306769090098,
6643,chr15_41754545,30104,MGA,coad,0.15779909552736515,0.00014306866255965413,0.0019316325106369285,
8518,chr16_89765162,38142,FANCA,coad,0.15776170369488418,0.00014359677142084114,0.0019371473468435953,
23093,chr5_177504265,74787,DOK3,coad,0.15773999549268805,0.00014390420981487387,0.001940429258069933,
17055,chr2_188594067,56496,GULP1,coad,0.15769981330709953,0.00014447491453098345,0.0019472565909044537,
2110,chr11_57237361,15826,APLNR,coad,0.1576724778844239,0.0001448643718245475,0.001950873091055408,
10132,chr18_23466064,44818,RIOK3,coad,0.15767192619297427,0.00014487224210647863,0.001950873091055408,
11185,chr19_4363971,46799,SH3GL1,coad,0.15762943514643943,0.00014547961598343693,0.0019581802338313526,
16200,chr22_42876825,62554,PACSIN2,coad,0.1576239173356797,0.0001455586636760008,0.0019583726792173684,
3073,chr12_113272817,24631,TPCN1,coad,0.15750209483128214,0.00014731419328757036,0.0019784714813421696,
6585,chr15_40462323,29982,BAHD1,coad,0.1574863597138069,0.0001475423895480147,0.0019797779822004016,
17242,chr2_201217556,56801,CASP10,coad,0.15742632821192368,0.00014841604035491563,0.001989735434634053,
10892,chr19_30012359,48860,URI1,coad,0.15741631945205795,0.00014856217153958584,0.0019899304155069856,
9589,chr17_58706544,42711,RAD51C,coad,0.15741162021925603,0.00014863082848401684,0.001989968750552939,
8875,chr17_31358464,40143,NF1,coad,0.15739823611957743,0.00014882653678000753,0.0019917073473058973,
30285,chrX_48815319,89011,HDAC6,coad,0.15736735311048206,0.00014927904573818984,0.0019959967897221712,
20991,chr4_128936788,70587,SCLT1,coad,0.15732709478467236,0.0001498708651651067,0.0020030244440648044,
9740,chr17_65750551,43098,CEP112,coad,0.15731516791993583,0.00015004661919344698,0.0020038620256044868,
2369,chr11_66849019,17137,PC,coad,0.15731385056465935,0.0001500660435772578,0.0020038620256044868,
29762,chrX_130025057,90062,BCORL1,coad,0.1572739279053709,0.0001506558238428953,0.002010849687611813,
10596,chr19_11913197,47757,ZNF69,read,0.15720575526755826,0.00015166797732340718,0.0020216826682002867,
25491,chr7_116210675,81522,TES,coad,0.15718817223221326,0.0001519300649796173,0.00202428405960728,
16698,chr2_158603029,55674,PKP4,coad,0.1571211342518009,0.00015293322010980653,0.0020367526385826062,
7585,chr16_1592431,33109,IFT140,coad,0.15711220908369777,0.00015306724427178214,0.0020376403182218532,
7752,chr16_24555584,35642,RBBP6,coad,0.15707678941117942,0.0001536002092108124,0.00204293681951672,
24666,chr6_35842607,75933,SRPK1,coad,0.15702176196016043,0.0001544316722955637,0.002052190654033095,
6850,chr15_51500262,30618,DMXL2,coad,0.15682682364221723,0.00015741130691131807,0.0020890324605233944,
27214,chr8_141165171,85325,DENND3,coad,0.15681785042654417,0.00015754975340653138,0.0020899527595528693,
10044,chr17_82172582,44293,CCDC57,coad,0.15680876805260713,0.00015769000047536,0.002090896126425806,
11427,chr19_52220040,51416,PPP2R1A,coad,0.15665937149091103,0.00016001381745688406,0.002118187688468427,
4947,chr13_35947343,25623,DCLK1,coad,0.1566497887116194,0.00016016396620275095,0.002118187688468427,
17970,chr2_27316206,52961,MPV17,coad,0.15664115805680165,0.00016029930966003202,0.002118187688468427,
28397,chr9_123111170,87503,STRBP,coad,0.1566405700660598,0.0001603085342669608,0.002118187688468427,
10623,chr19_12948477,47891,RAD23A,coad,0.1566322968610258,0.00016043838006999468,0.0021189776441995585,
11101,chr19_39483220,49835,TIMM50,coad,0.15661879619482927,0.0001606504815046478,0.0021208528210860202,
21857,chr4_6640814,68722,MRFAP1,coad,0.15660380666042933,0.00016088628200415658,0.0021211881426398066,
11577,chr19_7119450,47099,INSR,coad,0.15657229940727296,0.00016138298224771983,0.002124957900775919,
24486,chr6_163534931,78400,QKI,coad,0.15656251524297166,0.00016153751860428116,0.0021260671236668772,
15325,chr20_57565760,59937,PCK1,coad,0.15653509276365318,0.0001619713844210937,0.0021299237051373822,
7407,chr15_90617866,32488,CRTC3,coad,0.15652213789433833,0.00016217673052360543,0.0021310977394319516,
19397,chr3_142186427,67105,GK5,coad,0.15651612973391232,0.00016227204807114514,0.0021310977394319516,
8723,chr17_281860,38214,RPH3AL,coad,0.15649253719165995,0.00016264684501694136,0.002135092807090882,
19161,chr3_124739950,66530,UMPS,coad,0.15642694470897892,0.00016369313686795907,0.0021469639742287172,
30237,chrX_45090707,88878,KDM6A,coad,0.15641432068999767,0.0001638952310419119,0.0021486828187527634,
20886,chr4_113509567,70401,CAMK2D,coad,0.15640305617497607,0.00016407575896852105,0.0021493699906296056,
8685,chr17_19555137,39735,SLC47A1,coad,0.1563963802704051,0.00016418283672583006,0.0021493699906296056,
23718,chr5_77437328,72577,WDR41,coad,0.15639332224073182,0.00016423190769862848,0.0021493699906296056,
17832,chr2_240631053,58296,GPR35,coad,0.15638618208884855,0.00016434653643288604,0.0021497914539855456,
3385,chr12_133105489,25324,ZNF140,coad,0.15638246318073948,0.0001644062698981176,0.0021497914539855456,
25517,chr7_117090841,81553,ST7,coad,0.15636459983790907,0.00016469347671956442,0.0021526163368121116,
17197,chr2_19941850,52748,WDR35,coad,0.15635422638416302,0.00016486047712387368,0.002153868306959637,
3160,chr12_121274443,24845,CAMKK2,read,0.15633094128929648,0.0001652359186025441,0.0021578412599887503,
23662,chr5_73848919,72492,ARHGEF28,coad,0.1562692356782957,0.0001662347240567832,0.002169947876174971,
15327,chr20_57652121,59946,PMEPA1,coad,0.15619217205923824,0.00016749007975702454,0.0021825667652956514,
4714,chr13_102614086,26212,TPP2,coad,0.15616030540532672,0.00016801177810862398,0.0021884221485337346,
26302,chr7_44676159,79543,OGDH,coad,0.15614929138871786,0.00016819244607327324,0.0021898323424391518,
5871,chr14_52746411,27552,STYX,coad,0.1560619364376829,0.0001696318387979348,0.002206673102986468,
3109,chr12_118172578,24697,TAOK3,coad,0.15603645587965345,0.00017005386730733376,0.00221121204501733,
16479,chr2_119956826,55140,PTPN4,read,0.15600856132755753,0.00017051700757219476,0.0022162814327550623,
7275,chr15_78017965,31994,TBC1D2B,coad,0.15598608311939266,0.0001708910796199378,0.00221973625878265,
9902,chr17_76155604,43574,RNF157,coad,0.15598377103974487,0.00017092959982492286,0.00221973625878265,
18228,chr2_44344396,53428,PREPL,coad,0.15595722269979195,0.00017137249030254678,0.0022245326048070933,
20734,chr4_100421256,70089,EMCN,coad,0.1558569280891572,0.00017305538102343985,0.0022425278487806077,
25831,chr7_149210734,82173,ZNF282,coad,0.1558498078822338,0.00017317544177258528,0.0022431225851870843,
20716,chr3_98516898,65747,CLDND1,coad,0.1558306314316651,0.00017349918329985023,0.002243753741037595,
30502,chrX_71136631,89397,MED12,coad,0.15582934552686364,0.0001735209125570155,0.002243753741037595,
5064,chr13_45015606,25785,GPALPP1,coad,0.15582441172685615,0.00017360430774379385,0.002243872772526088,
17720,chr2_233464136,101805,DGKD,coad,0.15580893157656017,0.00017386621020396115,0.0022462979613920566,
6526,chr15_32696497,29821,SCG5,coad,0.15577067890955712,0.00017451498206557905,0.0022526765527504378,
8841,chr17_30456382,40110,CPD,coad,0.15576224948230397,0.0001746582516068905,0.0022526765527504378,
8837,chr17_30451763,40110,CPD,coad,0.15576224948230388,0.0001746582516068905,0.0022526765527504378,
4291,chr12_6526256,19871,NCAPD2,coad,0.15575751135772054,0.00017473883088281027,0.0022526765527504378,
5766,chr14_39399452,27381,FBXO33,coad,0.1557412032789345,0.0001750164420951263,0.0022544175004970595,
10421,chr18_6873489,44559,ARHGAP28,coad,0.15571940134912735,0.0001753882209623148,0.002257283720427755,
10425,chr18_6882250,44559,ARHGAP28,coad,0.15571940134912732,0.0001753882209623152,0.002257283720427755,
16232,chr22_44196082,62613,PARVG,coad,0.15571043077341973,0.0001755414072946271,0.00225829428482603,
10357,chr18_5428253,44533,EPB41L3,coad,0.15565602680092244,0.00017647313020206662,0.00226835096598449,
1884,chr11_3122432,13950,OSBPL5,coad,0.15562765409883914,0.00017696087961162796,0.0022707602052837025,
13607,chr1_25885734,1221,STMN1,coad,0.15554604714139295,0.00017837082587787115,0.0022859430629983955,
14863,chr20_33753103,59014,ZNF341,coad,0.15547783896209597,0.00017955735343233673,0.002299200742828545,
9966,chr17_78993470,43972,CANT1,coad,0.15544763223297775,0.00018008518129175282,0.002303924301537166,
23397,chr5_57262565,72126,GPBP1,coad,0.15541283028337455,0.00018069510915538704,0.002309857809131311,
23792,chr5_90399477,72760,CETN3,coad,0.15539729596345786,0.000180967983534767,0.0023118853231413232,
30427,chrX_55727296,89285,RRAGB,coad,0.15539057982015908,0.00018108607827273915,0.0023118853231413232,
9533,chr17_5533252,38719,NLRP1,coad,0.15538946823419109,0.00018110563105050233,0.0023118853231413232,
7917,chr16_31185082,36246,FUS,coad,0.15538640795645003,0.00018115947151082612,0.0023118853231413232,
8441,chr16_85672480,37883,GSE1,coad,0.15537911649058977,0.00018128781312790122,0.002312486861976357,
16830,chr2_170929711,55913,GORASP2,coad,0.15537070450754936,0.0001814359835830681,0.002312486861976357,
6769,chr15_48335893,30484,DUT,coad,0.155356302905181,0.0001816899201310622,0.0023147479504481787,
22664,chr5_143057835,73876,ARHGAP26,coad,0.15528230848516952,0.0001829998916254488,0.002327515442477586,
149,chr10_110298629,13083,SMNDC1,coad,0.15526316234913395,0.00018334028750699536,0.0023308646471833015,
26572,chr7_77637062,80196,PTPN12,coad,0.1552003693101996,0.00018446084530644445,0.0023431408090270524,
11510,chr19_5595408,46848,SAFB2,coad,0.15516859450626708,0.00018503031855273048,0.002348402007816758,
18357,chr2_58058368,53645,VRK2,coad,0.15516073186730078,0.000185171488245479,0.0023492079119062552,
8999,chr17_37561081,40526,SYNRG,coad,0.15513063427436846,0.00018571280891927254,0.0023550875915150514,
11253,chr19_46723149,50589,STRN4,coad,0.15510815904830516,0.00018611800464460022,0.002359236819143308,
21737,chr4_48167916,69205,TEC,coad,0.1550944177710869,0.00018636614808044134,0.0023598338214449706,
21705,chr4_47643209,69181,CORIN,coad,0.15508856183773093,0.0001864719902235395,0.0023598338214449706,
28511,chr9_128153031,87703,LCN2,coad,0.15507971640037618,0.00018663197254373682,0.0023608046882414553,
10975,chr19_35022885,49008,GRAMD1A,coad,0.15506677478645822,0.00018686627192213693,0.0023627802651693276,
18499,chr2_69556991,53856,AAK1,coad,0.15504861420601812,0.0001871955222714176,0.0023659542712490705,
10932,chr19_33090768,48927,GPATCH1,coad,0.1550439166828973,0.00018728077660521894,0.002366043061163261,
20036,chr3_33686967,63869,CLASP2,coad,0.15498563196160545,0.00018834160561155048,0.0023750449810294788,
11369,chr19_50406390,51192,POLD1,coad,0.15498405332587145,0.00018837041625759395,0.0023750449810294788,
25363,chr7_105142986,81281,SRPK2,coad,0.15498320254044567,0.00018838594509802345,0.0023750449810294788,
10470,chr18_76980482,45836,MBP,coad,0.1549465993853488,0.00018905517661817233,0.0023823080166999076,
17592,chr2_224864508,57781,DOCK10,coad,0.15493448775854418,0.00018927710908017448,0.0023823080166999076,
10704,chr19_16203535,48147,AP1M1,coad,0.1548942614292888,0.0001900159669091747,0.002389618677408727,
